algorithm,group,K,seed,runtime,best,best_reward,mean_rewards
TD3,v2g,1,0,3.9989620763575,402.8427805152197,"[365.97851586 396.40396071 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 402.84278052]","[365.97851586 396.40396071 402.84278052 402.84278052 402.84278052
402.84278052 402.84278052 402.84278052 392.54591923 393.51525458
395.46646031 391.37501874 390.06340526 360.94222122 346.58203878
342.28548956 337.66542952 340.40523032 350.83248305 343.45596569
351.97937835 350.81691221 338.02689583 349.60642925 330.45906688
327.62473679 326.7806913  319.01173023 317.59551693 312.09347343
311.68504703 306.05034488 310.03866191 315.31161759 315.76632731
293.60368334 299.05161682 297.27208719 295.01489135 284.09381776
296.7862546  292.0540576  274.69821686 277.3940084  279.90785954
281.43798362 281.60211101 280.71982252 273.56906066 268.33187359
262.46777902 254.36129824 275.1961052  266.77200503 269.1226714
276.99361001 277.0991573  272.13327032 273.74866204 286.23781401
288.4543687  279.95521776 281.39875257 280.67042299 289.33341546
289.0246352  291.08767811 288.21686816 285.09931493 287.72485898
283.04318909 283.07247729 273.84357744 270.09116468 264.6347467
262.84986399 263.85504358 262.76641604 264.96334105 263.14421555
260.75882671 258.80941485 254.61174103 260.56072215 265.96844758
262.89722831 268.65518425 273.64779197 285.5433964  292.66115134
290.56805652 305.49666515 296.41976508 288.93448291 294.47696296
294.38610928 291.86686016 291.6792896  298.94660597 301.29372069
298.87179383 306.58877669 313.55211116 312.85584296 310.99175441
314.80428068 318.13233334 315.94404799 316.80391803 319.20731263
322.46030889 320.34128603 320.1020841  322.00620068 317.35700482
320.96073654 324.94623116 324.94031739 325.2831003  327.99596906
323.28636344 322.96924364 322.13093962 319.46746946 317.40218377
316.48580149 316.5952599  318.17508494 315.15981869 315.56648804
322.12136262 314.3735262  318.23589914 316.04997896 319.2359868
321.76015004 318.64434099 315.91674217 310.84127352 309.03258062
311.16076629 306.82744673 310.54392953 311.25284873 308.28709514
312.49623642 313.28429302 309.25047171 312.71937023 314.13499469
310.91091873 311.62319359 312.09917    314.95441435 313.63761578
314.5279612  311.41777532 311.58821009 315.36626839 314.27951987
316.23143819 314.26991198 312.08674203 314.17941714 312.444675
314.79247388 310.81301731 313.63846957 312.24131864 311.70821416
310.50794513 308.46139435 311.65020457 308.74347515 312.97947919
311.3617075  309.07147137 310.54709494 309.71612641 310.52330957
310.98779079 311.45137204 321.62655962 328.48385483 327.92305136
329.32476413 330.19700745 330.67911783 328.0364338  327.8364836
330.87323541 328.68658116 340.08550919 337.49773185 336.68933778
338.89428014 339.27197934 336.96732094 335.01556211 338.64052718
334.28901461 336.47495504 333.89010576 337.1139481 ]"
TD3,v2g_profitmax,1,0,3.7526396467783334,-2407.9861722793994,"[-25981.21954605 -23253.29235604 -17335.57565392 -16945.21443458
-16475.85473679 -14016.4720031  -13013.00903907 -12000.09957971
-11362.64670674 -10719.80923865  -9840.36562654  -8966.98901
-8727.16735194  -8071.12395409  -7317.71889351  -6228.78309578
-6228.78309578  -6181.5866036   -6140.17303533  -6006.79767585
-5956.59100182  -5444.47974025  -5416.11702451  -5147.9335872
-5147.9335872   -4870.3607163   -4704.79585485  -4532.61016445
-4423.63495536  -3968.17359659  -3592.46410072  -3592.46410072
-3440.67176467  -3440.67176467  -3367.03815627  -3232.42707453
-3232.42707453  -3179.91232876  -3115.30604551  -2990.47198503
-2972.94190983  -2967.03382878  -2967.03382878  -2778.76066964
-2434.82032782  -2430.11841642  -2428.12557288  -2425.08197383
-2417.63497587  -2417.63497587  -2417.63497587  -2417.63497587
-2417.63497587  -2413.66565576  -2410.44035429  -2410.44035429
-2410.44035429  -2407.98617228  -2407.98617228  -2407.98617228
-2407.98617228  -2407.98617228  -2407.98617228  -2407.98617228
-2407.98617228  -2407.98617228  -2407.98617228  -2407.98617228
-2407.98617228  -2407.98617228  -2407.98617228  -2407.98617228
-2407.98617228  -2407.98617228  -2407.98617228  -2407.98617228
-2407.98617228  -2407.98617228  -2407.98617228  -2407.98617228
-2407.98617228  -2407.98617228  -2407.98617228  -2407.98617228
-2407.98617228  -2407.98617228  -2407.98617228  -2407.98617228
-2407.98617228  -2407.98617228  -2407.98617228  -2407.98617228
-2407.98617228  -2407.98617228  -2407.98617228  -2407.98617228
-2407.98617228  -2407.98617228  -2407.98617228  -2407.98617228
-2407.98617228  -2407.98617228  -2407.98617228  -2407.98617228
-2407.98617228  -2407.98617228  -2407.98617228  -2407.98617228
-2407.98617228  -2407.98617228  -2407.98617228  -2407.98617228
-2407.98617228  -2407.98617228  -2407.98617228  -2407.98617228
-2407.98617228  -2407.98617228  -2407.98617228  -2407.98617228
-2407.98617228  -2407.98617228  -2407.98617228  -2407.98617228
-2407.98617228  -2407.98617228  -2407.98617228  -2407.98617228
-2407.98617228  -2407.98617228  -2407.98617228  -2407.98617228
-2407.98617228  -2407.98617228  -2407.98617228  -2407.98617228
-2407.98617228  -2407.98617228  -2407.98617228  -2407.98617228
-2407.98617228  -2407.98617228  -2407.98617228  -2407.98617228
-2407.98617228  -2407.98617228  -2407.98617228  -2407.98617228
-2407.98617228  -2407.98617228  -2407.98617228  -2407.98617228
-2407.98617228  -2407.98617228  -2407.98617228  -2407.98617228
-2407.98617228  -2407.98617228  -2407.98617228  -2407.98617228
-2407.98617228  -2407.98617228  -2407.98617228  -2407.98617228
-2407.98617228  -2407.98617228  -2407.98617228  -2407.98617228
-2407.98617228  -2407.98617228  -2407.98617228  -2407.98617228
-2407.98617228  -2407.98617228  -2407.98617228  -2407.98617228
-2407.98617228  -2407.98617228  -2407.98617228  -2407.98617228
-2407.98617228  -2407.98617228  -2407.98617228  -2407.98617228
-2407.98617228  -2407.98617228  -2407.98617228  -2407.98617228
-2407.98617228  -2407.98617228  -2407.98617228  -2407.98617228]","[-25981.21954605 -23253.29235604 -17335.57565392 -16945.21443458
-16475.85473679 -14016.4720031  -13013.00903907 -12000.09957971
-11362.64670674 -10719.80923865  -9840.36562654  -8966.98901
-8727.16735194  -8071.12395409  -7317.71889351  -6228.78309578
-6375.22945818  -6181.5866036   -6140.17303533  -6006.79767585
-5956.59100182  -5444.47974025  -5416.11702451  -5147.9335872
-5278.22831827  -4870.3607163   -4704.79585485  -4532.61016445
-4423.63495536  -3968.17359659  -3592.46410072  -3667.33112476
-3440.67176467  -3547.4044157   -3367.03815627  -3232.42707453
-3266.04307641  -3179.91232876  -3115.30604551  -2990.47198503
-2972.94190983  -2967.03382878  -2973.14972157  -2778.76066964
-2434.82032782  -2430.11841642  -2428.12557288  -2425.08197383
-2417.63497587  -2419.48530188  -2427.06693024  -2444.47482564
-2435.12849534  -2413.66565576  -2410.44035429  -2422.54597649
-2463.43051537  -2407.98617228  -2417.00852185  -2423.04137955
-2409.4226754   -2415.95907491  -2414.63874204  -2416.15411044
-2418.62719238  -2433.4810172   -2410.71067745  -2413.31034018
-2445.00528747  -2532.72846704  -2572.36499882  -2545.94450919
-2539.5402006   -2560.92273079  -3087.81502053  -4107.08231457
-4091.62523914  -4358.61232935  -4335.66821937  -4307.77350757
-3942.01943585  -3938.377086    -3966.04683167  -3944.60350497
-3360.32601638  -3297.90794554  -3079.81106828  -2960.13994653
-2928.45431156  -2938.12049678  -3074.71406954  -3309.3642231
-3380.12889103  -3295.41699832  -2811.75886401  -2587.14236024
-2830.94178076  -2897.03476414  -2738.31715816  -2913.01014906
-3094.76450335  -3428.63551639  -3459.47150974  -5284.78158188
-5733.36182907  -5801.63863319  -6122.39729751  -6889.57786376
-6443.72317813  -6381.91389378  -6563.87005165  -6312.67230465
-6499.21199911  -6428.6933207   -6840.7143061   -6642.02304409
-6545.50652436  -6513.5228523   -7336.70210464  -7045.77838381
-7411.39752674  -6513.72445837  -7287.750085    -6437.1619647
-7449.16211751  -6877.6972107   -6550.11313845  -6551.00200381
-7128.81339857  -6898.01619036  -6934.8972881   -8434.44728592
-8358.07252589  -8704.06922554  -8779.3971999  -10788.44446299
-10420.90042967 -11379.85550084 -12446.86998435 -13083.22645058
-14635.90832431 -18452.74275909 -19195.90684069 -19591.80489177
-20478.98354273 -22485.74873142 -24194.00276292 -23384.54023566
-27483.50097345 -29428.03418282 -28748.94179059 -29355.80169601
-31990.66131539 -31384.65597963 -31306.4874939  -32158.85146387
-32794.73228327 -33327.81303783 -32480.37363423 -32297.11801422
-32409.74616153 -32390.24663878 -32644.23892319 -32644.75886201
-32953.92720477 -32056.39291846 -31909.97296309 -32159.21315094
-31682.81143865 -32189.65334285 -31358.96579044 -31476.7336912
-31670.69221758 -30920.78509326 -30433.66785608 -30538.5219091
-29976.60339086 -29290.85872347 -29855.62143535 -29630.0079767
-29969.88065353 -29170.70624743 -29196.16660496 -28357.93412099
-27026.21375678 -28076.79175861 -27770.62494892 -27498.50521711
-27757.84765119 -26219.00834598 -26329.27439072 -26151.9458668 ]"
TD3,grid,1,0,3.8650269045580554,-18939.06693990894,"[-36846.35078853 -36846.35078853 -36846.35078853 -36444.26431921
-34393.91491706 -33165.19648245 -32551.48825844 -32046.92575786
-32046.92575786 -31182.82579626 -29885.63611494 -29486.11157846
-26497.93788491 -26497.93788491 -26497.93788491 -26497.93788491
-26497.93788491 -26497.93788491 -26497.93788491 -26497.93788491
-26308.27100079 -25947.76661719 -25947.76661719 -25947.76661719
-25947.76661719 -25947.76661719 -25947.76661719 -25947.76661719
-25947.76661719 -25947.76661719 -25947.76661719 -25947.76661719
-25947.76661719 -25947.76661719 -25947.76661719 -25947.76661719
-25947.76661719 -25947.76661719 -25947.76661719 -25947.76661719
-25947.76661719 -25947.76661719 -25947.76661719 -25118.98387333
-25118.98387333 -25118.98387333 -25118.98387333 -25118.98387333
-24957.23199137 -24957.23199137 -24957.23199137 -24956.4605431
-24956.4605431  -24956.4605431  -24956.4605431  -24956.4605431
-24956.4605431  -24956.4605431  -24956.4605431  -24956.4605431
-24956.4605431  -24956.4605431  -24956.4605431  -24956.4605431
-24825.06667742 -24817.13287077 -24817.13287077 -24794.41480924
-24794.41480924 -24794.41480924 -24794.41480924 -24692.84611831
-24692.84611831 -24422.62885034 -24422.62885034 -23943.16275421
-23943.16275421 -23855.93843555 -23855.93843555 -23855.93843555
-23855.93843555 -23280.17147092 -23280.17147092 -23280.17147092
-23280.17147092 -23280.17147092 -23280.17147092 -23280.17147092
-23280.17147092 -22712.35199103 -22712.35199103 -22712.35199103
-22712.35199103 -22712.35199103 -22712.35199103 -22692.88422364
-22692.88422364 -22692.88422364 -22692.88422364 -22692.88422364
-22692.88422364 -22692.88422364 -22692.88422364 -22692.88422364
-22692.88422364 -22692.88422364 -22692.88422364 -22692.88422364
-22692.88422364 -22669.10772906 -22669.10772906 -22669.10772906
-22669.10772906 -22669.10772906 -22669.10772906 -22338.86747194
-22106.24304754 -22106.24304754 -22106.24304754 -22106.24304754
-21533.25520072 -21233.26322514 -21126.26212604 -20969.6415168
-20901.46659097 -20350.86419641 -20350.86419641 -20350.86419641
-20350.86419641 -20350.86419641 -20350.86419641 -20350.86419641
-20350.86419641 -20350.86419641 -20350.86419641 -20115.42287109
-19967.67728763 -19967.67728763 -19967.67728763 -19967.67728763
-19957.42005041 -19957.42005041 -19957.42005041 -19919.41436696
-19480.00730699 -19445.35219471 -19445.35219471 -19445.35219471
-19445.35219471 -19445.35219471 -19445.35219471 -19445.35219471
-19445.35219471 -19445.35219471 -19445.35219471 -19445.35219471
-19445.35219471 -19445.35219471 -19445.35219471 -19445.35219471
-19445.35219471 -19445.35219471 -19445.35219471 -19445.35219471
-19445.35219471 -19445.35219471 -19445.35219471 -19445.35219471
-19406.99254117 -19406.99254117 -18941.21042694 -18941.21042694
-18941.21042694 -18941.21042694 -18941.21042694 -18941.21042694
-18941.21042694 -18941.21042694 -18941.21042694 -18941.21042694
-18941.21042694 -18941.21042694 -18941.21042694 -18941.21042694
-18941.21042694 -18941.21042694 -18941.21042694 -18941.21042694
-18941.21042694 -18941.21042694 -18941.21042694 -18939.06693991
-18939.06693991 -18939.06693991 -18939.06693991 -18939.06693991
-18939.06693991 -18939.06693991]","[-36846.35078853 -37625.46500855 -39899.43167157 -36444.26431921
-34393.91491706 -33165.19648245 -32551.48825844 -32046.92575786
-32436.77798015 -31182.82579626 -29885.63611494 -29486.11157846
-26497.93788491 -27237.59737383 -27391.41907862 -27073.88227655
-27245.41362218 -27971.47658159 -27647.80036363 -27157.17167277
-26308.27100079 -25947.76661719 -25949.22278572 -26109.64878882
-26074.49269991 -26365.28421006 -26715.31834248 -26823.76135931
-26823.76135938 -26478.8449476  -26478.8449476  -26478.8449476
-26478.8449476  -26478.8449476  -26478.8449476  -26622.42253035
-26558.39973734 -26542.94241664 -26491.02640821 -26491.58249512
-26346.79782567 -26478.8449476  -25995.90478723 -25118.98387333
-25238.20241571 -25313.16278916 -25231.31915963 -25306.52547688
-24957.23199137 -24975.11295107 -25006.49280872 -24956.4605431
-24995.36430894 -24998.83162124 -24965.16049675 -25339.60755082
-25413.73970952 -25374.10092005 -25368.95690276 -25363.70623068
-25323.76379869 -25440.09968676 -25091.49107836 -25048.51170512
-24825.06667742 -24817.13287077 -25174.16867162 -24794.41480924
-24981.64048204 -24858.77754634 -24926.35894156 -24692.84611831
-24787.27127548 -24422.62885034 -24431.88544363 -23943.16275421
-24235.1276469  -23855.93843555 -23885.41925757 -23915.66425029
-23890.84110009 -23280.17147092 -23299.28768092 -23441.33963814
-24384.61907657 -23789.77252182 -23572.04141348 -23564.62865668
-23366.11014273 -22712.35199103 -22879.07723872 -23055.21256615
-23325.48228826 -23207.44557538 -22990.92774508 -22692.88422364
-22947.02883085 -23295.40523458 -23204.63364196 -22861.89139567
-22979.69477652 -23122.90153142 -22857.59910928 -23370.12246717
-23239.51040887 -23114.11930828 -23632.09599026 -23363.87095285
-23369.59976654 -22669.10772906 -24233.64057213 -23337.38540148
-23522.74491827 -23348.72002524 -23448.60259569 -22338.86747194
-22106.24304754 -22167.88891514 -22187.66285077 -22276.19139573
-21533.25520072 -21233.26322514 -21126.26212604 -20969.6415168
-20901.46659097 -20350.86419641 -20559.05509319 -20397.73785198
-20475.34254702 -20554.92538602 -20476.20140748 -21051.20807604
-20413.37493186 -20393.69609152 -20407.53727656 -20115.42287109
-19967.67728763 -20228.03846853 -20020.02575854 -20143.65074767
-19957.42005041 -20091.90813344 -20075.11859947 -19919.41436696
-19480.00730699 -19445.35219471 -19991.88583634 -20699.70582034
-20615.85145056 -20632.0597346  -20751.80821884 -21175.38243776
-20870.9749439  -20911.14493649 -21326.76497182 -20803.60558341
-20953.91974082 -21011.79660818 -20959.370388   -21161.50092765
-21020.51314158 -21083.3059441  -20928.28555643 -20757.16728619
-19908.2294844  -19748.31136186 -19653.67442585 -19750.35003538
-19406.99254117 -19424.77530234 -18941.21042694 -19076.10433767
-19216.11525365 -19108.09408132 -19234.95406563 -19096.90037283
-19001.6751791  -19202.3399332  -19234.62460229 -19354.4578265
-19281.59131174 -19267.43588808 -19446.62248524 -19149.81822092
-19293.15489241 -19010.00975784 -19304.92684964 -19087.22225251
-19279.01829249 -19126.40311861 -19086.99104619 -18939.06693991
-18957.2033072  -19150.87840449 -19300.37634232 -19208.94963891
-19308.95478405 -19205.79186998]"
SAC,v2g,1,0,6.957018680077778,366.03040697474387,"[-27.09568624 -13.40820021  -6.79664977   5.73083639  25.28888849
53.545353    85.86023997 121.81474882 158.56741667 196.49508215
228.02911464 256.57264128 281.44868006 302.32405082 320.62220509
336.09302255 346.68648482 354.76512407 360.56083608 364.00652085
365.5930042  366.03040697 366.03040697 366.03040697 366.03040697
366.03040697 366.03040697 366.03040697 366.03040697 366.03040697
366.03040697 366.03040697 366.03040697 366.03040697 366.03040697
366.03040697 366.03040697 366.03040697 366.03040697 366.03040697
366.03040697 366.03040697 366.03040697 366.03040697 366.03040697
366.03040697 366.03040697 366.03040697 366.03040697 366.03040697
366.03040697 366.03040697 366.03040697 366.03040697 366.03040697
366.03040697 366.03040697 366.03040697 366.03040697 366.03040697
366.03040697 366.03040697 366.03040697 366.03040697 366.03040697
366.03040697 366.03040697 366.03040697 366.03040697 366.03040697
366.03040697 366.03040697 366.03040697 366.03040697 366.03040697
366.03040697 366.03040697 366.03040697 366.03040697 366.03040697
366.03040697 366.03040697 366.03040697 366.03040697 366.03040697
366.03040697 366.03040697 366.03040697 366.03040697 366.03040697
366.03040697 366.03040697 366.03040697 366.03040697 366.03040697
366.03040697 366.03040697 366.03040697 366.03040697 366.03040697
366.03040697 366.03040697 366.03040697 366.03040697 366.03040697
366.03040697 366.03040697 366.03040697 366.03040697 366.03040697
366.03040697 366.03040697 366.03040697 366.03040697 366.03040697
366.03040697 366.03040697 366.03040697 366.03040697 366.03040697
366.03040697 366.03040697 366.03040697 366.03040697 366.03040697
366.03040697 366.03040697 366.03040697 366.03040697 366.03040697
366.03040697 366.03040697 366.03040697 366.03040697 366.03040697
366.03040697 366.03040697 366.03040697 366.03040697 366.03040697
366.03040697 366.03040697 366.03040697 366.03040697 366.03040697
366.03040697 366.03040697 366.03040697 366.03040697 366.03040697
366.03040697 366.03040697 366.03040697 366.03040697 366.03040697
366.03040697 366.03040697 366.03040697 366.03040697 366.03040697
366.03040697 366.03040697 366.03040697 366.03040697 366.03040697
366.03040697 366.03040697 366.03040697 366.03040697 366.03040697
366.03040697 366.03040697 366.03040697 366.03040697 366.03040697
366.03040697 366.03040697 366.03040697 366.03040697 366.03040697
366.03040697 366.03040697 366.03040697 366.03040697 366.03040697
366.03040697 366.03040697 366.03040697 366.03040697]","[ -27.09568624  -13.40820021   -6.79664977    5.73083639   25.28888849
53.545353     85.86023997  121.81474882  158.56741667  196.49508215
228.02911464  256.57264128  281.44868006  302.32405082  320.62220509
336.09302255  346.68648482  354.76512407  360.56083608  364.00652085
365.5930042   366.03040697  364.78611965  362.82187184  360.28181752
357.02314564  353.18996006  348.80087877  344.32385657  339.59650151
334.89006884  330.22780453  324.70375674  318.88026032  312.76419988
306.87582831  301.03064782  294.8887393   288.55918285  281.83980845
275.16718743  268.36562347  261.39951153  254.02242102  246.36964383
238.77592927  231.05063899  223.38663637  215.75409764  207.86617033
200.06702616  192.67766158  185.17936743  178.21493284  171.73895847
165.70047819  160.44942978  155.48210987  150.92177974  147.29430918
145.63105837  144.48393814  144.40945983   81.35419899   33.36569646
-0.77522998   -5.33257182   13.63522762   29.87708205   50.18409231
80.85191914  117.30335483  146.75699183  170.6579661   210.92145027
236.32081481  255.97526808  261.52919479  258.9593033   262.8608058
266.59121191  267.16689141  274.14491227  282.54944088  265.61020525
231.97301995  220.36821359  212.36698226  206.91853013  202.06612201
193.95066289  183.81212726  168.10007435  153.85002228  136.06840677
100.06010605   70.19323774   49.2185665    28.181411     -1.23719407
-34.22583002  -47.46849555  -55.11867418  -61.09456242  -69.16637641
-56.19988289  -34.97543582  -10.68533867   19.25203245   54.45101482
91.70128632  136.9948362   177.89031112  218.83900397  248.9924414
254.57206813  256.1646498   259.86835874  269.03902282  273.58947311
270.23453716  255.08808986  250.66021398  245.13650181  235.54216635
204.99695276  190.56837361  183.95514859  149.56433095  123.10413119
86.96559627   62.75227283   31.77219125  -19.40283244  -49.11055568
-71.72078677 -106.46008147 -143.46879996 -173.40714244 -190.00522912
-188.0859133  -200.84126973 -210.65451619 -210.58613673 -196.05968893
-176.68152672 -150.11600781 -117.1118734   -92.46262936  -65.38075866
-31.01958782   13.26557643   58.66133384  101.77210594  134.49402071
162.77466948  187.12247097  189.99863733  192.97770879  202.72998311
213.0989721   218.21119331  213.9015051   218.51643937  219.47056905
223.7147076   220.996811    220.0944851   221.05699239  215.63480949
203.52206344  195.30373243  187.28925109  169.93733244  170.17875919
155.2181647   155.17732073  144.13077472  134.45611405  126.2681173
121.94403398  117.47573469  117.73955757  117.57943164  107.82910324
113.6058307   117.46396038  124.4654522   136.69009193]"
